RXN	LB	flux	UB
RXN-3OAR40_FWD-fabG_2272	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3OAR40_REV-fabG_2272	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3OAR60_FWD-fabG_1283	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3OAR60_REV-fabG_1283	    0.00E+00	 7.24347369E-02	    1.00E+03
RXN-3OAR60_FWD-fabG_2272	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3OAR60_REV-fabG_2272	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3OAR80_FWD-fabG_1283	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3OAR80_REV-fabG_1283	    0.00E+00	 7.24347369E-02	    1.00E+03
RXN-3OAR80_FWD-fabG_2272	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3OAR80_REV-fabG_2272	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3OAS100_FWD-fabF	    0.00E+00	 7.24347369E-02	    1.00E+03
RXN-3OAS100_FWD-fabHA_1281	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3OAS100_FWD-fabHA_2100	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3OAS100_FWD-fabHA_2102	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3OAS100_FWD-pksJL	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3OAS120_FWD-fabF	    0.00E+00	 6.80629362E-02	    1.00E+03
RXN-3OAS120_FWD-fabHA_1281	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3OAS120_FWD-fabHA_2100	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3OAS120_FWD-fabHA_2102	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3OAS120_FWD-pksJL	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3OAS140_FWD-fabF	    0.00E+00	 6.80629362E-02	    1.00E+03
RXN-3OAS140_FWD-fabHA_1281	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3OAS140_FWD-fabHA_2100	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3OAS140_FWD-fabHA_2102	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3OAS140_FWD-pksJL	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3OAS160_FWD-fabF	    0.00E+00	 6.34339708E-02	    1.00E+03
RXN-3OAS160_FWD-fabHA_1281	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3OAS160_FWD-fabHA_2100	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3OAS160_FWD-fabHA_2102	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3OAS160_FWD-pksJL	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3OAS60_FWD-fabF	    0.00E+00	 7.24347369E-02	    1.00E+03
RXN-3OAS80_FWD-fabF	    0.00E+00	 7.24347369E-02	    1.00E+03
RXN-3OAS80_FWD-fabHA_1281	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3OAS80_FWD-fabHA_2100	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3OAS80_FWD-fabHA_2102	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3OAS80_FWD-pksJL	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3SALATA_FWD-Clo1313_1467	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3SALATA_REV-Clo1313_1467	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3SALATA_FWD-Clo1313_1657	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-3SALATA_REV-Clo1313_1657	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-4crsolt_FWD-SPONT	    0.00E+00	 6.74796951E-08	    1.00E+03
RXN-4crsolt_REV-SPONT	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-4HTHRS_FWD-ADU73935	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-4MOPDC_FWD-UNKNOWN	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-5FLURAPRT2_FWD-thrS	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-6TINS5MPOR_FWD-guaB	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-6TXAN5MPAML_FWD-guaA	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-AABHH_FWD-pepD	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-AACPS3MBUT_FWD-UNKNOWN	    0.00E+00	 1.32868452E-02	    1.00E+03
RXN-AACPS3MBUT_REV-UNKNOWN	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-AACPS3MCR_FWD-UNKNOWN	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-AACPS3MCR_REV-UNKNOWN	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-AATC_FWD-Clo1313_1467	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-AATC_REV-Clo1313_1467	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-AATC_FWD-Clo1313_1657	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-AATC_REV-Clo1313_1657	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ABGPT_FWD-glcK	    0.00E+00	 4.20000000E+00	    1.00E+03
RXN-ABGPT_FWD-xylR	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ACabc_FWD-UNKNOWN	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-ACALD_FWD-gbsB_1798	    0.00E+00	 3.27095987E+00	    1.00E+03
RXN-ACALDy_FWD-gbsB_1798	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-ACAS_2ahbut_FWD-ilvBH_0099	    0.00E+00	 1.38339625E-01	    1.00E+03
RXN-ACAS_2ahbut_FWD-ilvBH_0305	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ACBIPGT_FWD-cobU	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ACBIPGT_REV-cobU	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ACCOAC_FWD-yqjD	    0.00E+00	 5.70562850E-01	    1.00E+03
RXN-ACGK_FWD-argB	    0.00E+00	 7.60234363E-02	    1.00E+03
RXN-ACGNMCT_FWD-ADU73322	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-ACGS_FWD-argJ	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ACKr_FWD-ackA	    0.00E+00	 3.91662617E+00	    1.00E+03
RXN-ACKr_REV-ackA	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ACLDC_FWD-UNKNOWN	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-ACLS_FWD-ivlBH_0099	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ACLS_FWD-ivlBH_0305	    0.00E+00	 9.63278853E-01	    1.00E+03
RXN-ACNAM9PL_FWD-spsE_0230	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-ACNAM9PL_FWD-spsE_2902	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ACNMCT_FWD-ADU73322	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-ACNPLYS_FWD-spsE_0230	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-ACNPLYS_FWD-spsE_2902	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ACOATA_FWD-fabHA_1281	    0.00E+00	 7.24347369E-02	    1.00E+03
RXN-ACOATA_FWD-fabHA_2100	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ACOATA_FWD-fabHA_2102	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ACONT_FWD-leuC	    0.00E+00	 3.75551731E-01	    1.00E+03
RXN-ACONT_REV-leuC	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ACOTA_FWD-argD	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ACOTA_REV-argD	    0.00E+00	 7.60234363E-02	    1.00E+03
RXN-ACPS1_FWD-Spf	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ACS2_FWD-ytcI	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-ACt_FWD-SPONT	    0.00E+00	 4.10508000E+00	    1.00E+03
RXN-ACt2_FWD-UNKNOWN	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-ADA_FWD-ylmD	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ADA_REV-ylmD	    0.00E+00	 7.38181731E-02	    1.00E+03
RXN-ADAPAT_FWD-yugH	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ADCL_FWD-UNKNOWN	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-ADCPS1_FWD-cobD	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ADCPS2_FWD-cobD	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ADEabc_FWD-nupOPQ	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-ADEabc_REV-nupOPQ	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-ADK1_FWD-adk	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ADK1_REV-adk	    0.00E+00	 4.87853034E+00	    1.00E+03
RXN-ADK2_FWD-adk	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ADK2_REV-adk	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ADMDC_FWD-speD	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ADOCBIK_FWD-cobU	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ADOCBIK2_FWD-cobU	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ADOCBLabc_FWD-fepCCDyvrC	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ADOCBLS_FWD-cobS	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ADPCOAL_FWD-grsT	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-ADPCOAL_FWD-lcfA	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ADPCOAL_FWD-lcfB	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ADPCOAL_FWD-ldeI	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ADPRDP_FWD-nudF	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ADPT_FWD-apt	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ADPT_FWD-hptA	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ADPT2_FWD-apt	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ADPT2_REV-apt	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ADPT2_FWD-dtd	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ADPT2_REV-dtd	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ADSK_FWD-tufA	    0.00E+00	 1.64579746E+00	    1.00E+03
RXN-ADSL1r_FWD-purB	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ADSL1r_REV-purB	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ADSL2r_FWD-purB	    0.00E+00	 7.40620227E-02	    1.00E+03
RXN-ADSL2r_REV-purB	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-AGDC_FWD-nagA	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-AGMT_FWD-speB	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-AGPR_FWD-argC	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-AGPR_REV-argC	    0.00E+00	 7.60234363E-02	    1.00E+03
RXN-AGT_FWD-pucG	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-AGT_REV-pucG	    0.00E+00	 3.25621464E-01	    1.00E+03
RXN-AHCi_FWD-SAHH	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-AHDTPHL_FWD-folE	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-AHEXASE3_FWD-bglX	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-AHSERL2_FWD-mccB_2335	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-AHSERL2_FWD-mccB_2534	    0.00E+00	 5.01142014E-02	    1.00E+03
RXN-AHSERL4_FWD-cysK	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-AHSERL4_FWD-mccA	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-AHSERL4_FWD-mccB_2534	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-AHSERL4_FWD-mccB_2535	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-AHSL_FWD-mccB	    0.00E+00	 1.38339625E-01	    1.00E+03
RXN-AHSL_REV-mccB	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-AICART_FWD-purH	    0.00E+00	 1.02742693E-01	    1.00E+03
RXN-AICART_REV-purH	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-AIRC3_FWD-purE	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-AKP1_FWD-UNKNOWN	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-ALAALAr_FWD-ddl	    0.00E+00	 4.06133223E-02	    1.00E+03
RXN-ALAALAr_FWD-pyrAB	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-ALAR_FWD-alrB	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ALAR_FWD-ylmE	    0.00E+00	 1.40025946E-01	    1.00E+03
RXN-ALAt_FWD-azlCD	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ALAt_REV-azlCD	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ALATRS_FWD-alaS	    0.00E+00	 1.45853696E-01	    1.00E+03
RXN-ALCD22xi_FWD-cotJA	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-ALCD22xi2_FWD-cotJA	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-ALCD23xi_FWD-gbsB_1798	    0.00E+00	 6.60983933E-01	    1.00E+03
RXN-ALCD23xi2_FWD-cotJA	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-ALCD23yi_FWD-gbsB_1798	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ALCD2x_FWD-gbsB_1798	    0.00E+00	 3.27096000E+00	    1.00E+03
RXN-ALCD2y_FWD-gbsB_1798	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-ALCD3MBOH_FWD-cotJA	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-ALCD3x_FWD-cotJA	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-ALDD1_FWD-aldX	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ALDD1_REV-aldX	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ALDD20x_FWD-Clo1313_2911	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ALDD20x_REV-Clo1313_2911	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ALDD22x_FWD-aldX	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ALDD2x_FWD-aldX	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ALDH_FWD-aldX	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ALLAS_FWD-ltaSC_2059	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ALLAS_FWD-ltaSC_2170	    0.00E+00	 6.96999635E-04	    1.00E+03
RXN-AMAOTr_FWD-bioA	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-AMAOTr_REV-bioA	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-AMPTASECG_FWD-pepD	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-AMPTASECG_REV-pepD	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-AMUAAH_FWD-cwlD	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-AMUAAH_FWD-cwlJ	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-AMUAAH_FWD-lysM	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-AMUAAH_FWD-sleB_0046	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-AMUAAH_FWD-sleB_2624	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-AMUAAH_FWD-SLH	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-AMUAAH_FWD-ykvT	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-AMUAAH_FWD-yqiI_1176	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-AMUAAH_FWD-yqiI_1198	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-AMUAAH_FWD-yqiI_2048	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ANPRT_FWD-trpD	    0.00E+00	 2.11471998E-02	    1.00E+03
RXN-ANS_FWD-pabA	    0.00E+00	 2.11471998E-02	    1.00E+03
RXN-AOXPBDC_FWD-SPONT	    0.00E+00	 1.20725234E-04	    1.00E+03
RXN-AOXSr_FWD-bioF	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-AOXSr_REV-bioF	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-AOXSr2_FWD-bioF	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-APCPT_FWD-coaX	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-APCS_FWD-speE_2	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-APCS_FWD-speE_4	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-APL_FWD-ilvBH_0099	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-APL_FWD-ilvBH_0305	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-APNPT_FWD-coaX	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-APNTPM_FWD-folE	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-APNTPM_REV-folE	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-APPAT_FWD-coaD	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-APRAUR_FWD-ribD	    0.00E+00	 6.25047281E-05	    1.00E+03
RXN-ARGabc_FWD-artPhisMglnQ	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ARGDC_FWD-speA	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ARGDC_REV-speA	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ARGSL_FWD-argH	    0.00E+00	 7.60234363E-02	    1.00E+03
RXN-ARGSL_REV-argH	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ARGSS_FWD-argG	    0.00E+00	 7.60234363E-02	    1.00E+03
RXN-ARGSS_REV-argG	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ARGTRS_FWD-argS	    0.00E+00	 7.60234363E-02	    1.00E+03
RXN-AROH_FWD-pheE	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ASAD_FWD-asd	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ASAD_REV-asd	    0.00E+00	 4.80302394E-01	    1.00E+03
RXN-ASAHL_FWD-dapA	    0.00E+00	 1.90741473E-01	    1.00E+03
RXN-ASNabc_FWD-artPhisMglnQ	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ASNabc_REV-artPhisMglnQ	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ASNabc_FWD-tycBC	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ASNabc_REV-tycBC	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ASNS1_FWD-ADU74738	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-ASNS1_FWD-asnA	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ASNS2_FWD-ADU74738	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-ASNS2_FWD-asnA	    0.00E+00	 9.50599589E-02	    1.00E+03
RXN-ASNTRAT_FWD-gatABC_0	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ASNTRAT_FWD-gatABC_1	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ASNTRS_FWD-asnC	    0.00E+00	 9.50599589E-02	    1.00E+03
RXN-ASP1DC_FWD-panD	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ASPabc_FWD-artPhisMglnQ	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ASPabc_FWD-tycBC	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ASPCT_FWD-pyrB	    0.00E+00	 5.41191886E-02	    1.00E+03
RXN-ASPK_FWD-thrD	    0.00E+00	 4.80302394E-01	    1.00E+03
RXN-ASPO2_FWD-nadB	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ASPO2y_FWD-nadB	    0.00E+00	 7.33850354E-03	    1.00E+03
RXN-ASPTA_FWD-aspB	    0.00E+00	 8.97137509E-01	    1.00E+03
RXN-ASPTA_FWD-yhdR	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ASPTRS_FWD-aspS_0923	    0.00E+00	 1.10232005E-01	    1.00E+03
RXN-ASPTRS_FWD-aspS_2307	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ATAS_FWD-ltaSC_2059	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ATAS_FWD-ltaSC_2170	    0.00E+00	 9.34918005E-04	    1.00E+03
RXN-ATPM_FWD-maf	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ATPM_FWD-SPONT	    1.74E+00	 1.74478100E+00	    1.00E+03
RXN-ATPM_FWD-nudF	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ATPM_FWD-rsgA_1662	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-ATPM_FWD-rsgA_2278	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-ATPPRT_FWD-hisGZ	    0.00E+00	 2.86806705E-02	    1.00E+03
RXN-BACCL_FWD-birA	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-BC13FAS_FWD-UNKNOWN	    0.00E+00	 1.88587481E-03	    1.00E+03
RXN-BC13FAS_REV-UNKNOWN	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-BC17FAS_FWD-UNKNOWN	    0.00E+00	 1.14009704E-02	    1.00E+03
RXN-BC17FAS_REV-UNKNOWN	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-BDG2HCGHD_FWD-gmuD	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-BDG2HCGHD_REV-gmuD	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-BDG2HCGHD_FWD-nagZ	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-BDG2HCGHD_REV-nagZ	    0.00E+00	 0.00000000E+00	    1.00E+03
RXN-BDG2HCGHD_FWD-xynD	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-BDG2HCGHD_REV-xynD	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-BGGHL_FWD-xynD	    0.00E+00	 0.00000000E+00	    0.00E+00
RXN-BGGHL_REV-xynD	    0.00E+00	 0.00000000E+00	    0.00E+00
